HMDBID,Name,Biospecimen,Subject_age,Concentration_average,Concentration_units
HMDB0008120,"PC(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))",Feces,Adult,0.005,nmol/g wet feces
HMDB0008121,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",Blood,Adult,31.94,uM
HMDB0008121,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",Blood,Infant,17.4,uM
HMDB0008121,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",Blood,Newborn,22.6,uM
HMDB0008121,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008121,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008121,"PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008122,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",Blood,Adult,31.94,uM
HMDB0008122,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",Blood,Infant,17.4,uM
HMDB0008122,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",Blood,Newborn,22.6,uM
HMDB0008122,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008122,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008122,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008124,PC(18:1(9Z)/24:0),Blood,Adult,0.32,uM
HMDB0008124,PC(18:1(9Z)/24:0),Blood,Infant,0.27,uM
HMDB0008124,PC(18:1(9Z)/24:0),Blood,Newborn,0.28,uM
HMDB0008124,PC(18:1(9Z)/24:0),Feces,Adult,0.035,nmol/g wet feces
HMDB0008124,PC(18:1(9Z)/24:0),Saliva,Adult,0.025,uM
HMDB0008125,PC(18:1(9Z)/24:1(15Z)),Blood,Adult,0.25,uM
HMDB0008125,PC(18:1(9Z)/24:1(15Z)),Blood,Infant,0.2,uM
HMDB0008125,PC(18:1(9Z)/24:1(15Z)),Blood,Newborn,0.19,uM
HMDB0008125,PC(18:1(9Z)/24:1(15Z)),Feces,Adult,0.1,nmol/g wet feces
HMDB0008125,PC(18:1(9Z)/24:1(15Z)),Saliva,Adult,0.035,uM
HMDB0008125,PC(18:1(9Z)/24:1(15Z)),Urine,Adult,9.00E-04,umol/mmol creatinine
HMDB0008126,PC(18:1(9Z)/P-16:0),Blood,Adult,242.2,uM
HMDB0008126,PC(18:1(9Z)/P-16:0),Blood,Infant,173,uM
HMDB0008126,PC(18:1(9Z)/P-16:0),Blood,Newborn,105,uM
HMDB0008126,PC(18:1(9Z)/P-16:0),Feces,Adult,1.43,nmol/g wet feces
HMDB0008126,PC(18:1(9Z)/P-16:0),Saliva,Adult,0.214,uM
HMDB0008126,PC(18:1(9Z)/P-16:0),Urine,Adolescent,4,umol/mmol creatinine
HMDB0008126,PC(18:1(9Z)/P-16:0),Urine,Adult,0.0077,umol/mmol creatinine
HMDB0008127,PC(18:1(9Z)/P-18:0),Blood,Adult,58.86,uM
HMDB0008127,PC(18:1(9Z)/P-18:0),Blood,Infant,40.8,uM
HMDB0008127,PC(18:1(9Z)/P-18:0),Blood,Newborn,19.8,uM
HMDB0008127,PC(18:1(9Z)/P-18:0),Feces,Adult,0.68,nmol/g wet feces
HMDB0008127,PC(18:1(9Z)/P-18:0),Saliva,Adult,0.109,uM
HMDB0008127,PC(18:1(9Z)/P-18:0),Urine,Adolescent,2.35,umol/mmol creatinine
HMDB0008127,PC(18:1(9Z)/P-18:0),Urine,Adult,0.0034,umol/mmol creatinine
HMDB0008128,PC(18:1(9Z)/P-18:1(11Z)),Blood,Adult,258.865,uM
HMDB0008128,PC(18:1(9Z)/P-18:1(11Z)),Blood,Infant,212,uM
HMDB0008128,PC(18:1(9Z)/P-18:1(11Z)),Blood,Newborn,44.5,uM
HMDB0008128,PC(18:1(9Z)/P-18:1(11Z)),Feces,Adult,1.15,nmol/g wet feces
HMDB0008128,PC(18:1(9Z)/P-18:1(11Z)),Saliva,Adult,0.2,uM
HMDB0008128,PC(18:1(9Z)/P-18:1(11Z)),Urine,Adult,0.016,umol/mmol creatinine
HMDB0008129,PC(18:1(9Z)/P-18:1(9Z)),Blood,Adult,258.865,uM
HMDB0008129,PC(18:1(9Z)/P-18:1(9Z)),Blood,Infant,212,uM
HMDB0008129,PC(18:1(9Z)/P-18:1(9Z)),Blood,Newborn,44.5,uM
HMDB0008129,PC(18:1(9Z)/P-18:1(9Z)),Feces,Adult,1.15,nmol/g wet feces
HMDB0008129,PC(18:1(9Z)/P-18:1(9Z)),Saliva,Adult,0.2,uM
HMDB0008129,PC(18:1(9Z)/P-18:1(9Z)),Urine,Adult,0.016,umol/mmol creatinine
HMDB0008130,"PC(18:2(9Z,12Z)/14:0)",Blood,Adult,4.885,uM
HMDB0008130,"PC(18:2(9Z,12Z)/14:0)",Blood,Infant,2.34,uM
HMDB0008130,"PC(18:2(9Z,12Z)/14:0)",Blood,Newborn,0.66,uM
HMDB0008130,"PC(18:2(9Z,12Z)/14:0)",Feces,Adult,0.045,nmol/g wet feces
HMDB0008130,"PC(18:2(9Z,12Z)/14:0)",Urine,Newborn,0.005,umol/mmol creatinine
HMDB0008131,"PC(18:2(9Z,12Z)/14:1(9Z))",Blood,Adult,0.66,uM
HMDB0008131,"PC(18:2(9Z,12Z)/14:1(9Z))",Blood,Infant,0.38,uM
HMDB0008131,"PC(18:2(9Z,12Z)/14:1(9Z))",Blood,Newborn,0.23,uM
HMDB0008131,"PC(18:2(9Z,12Z)/14:1(9Z))",Feces,Adult,0.03,nmol/g wet feces
HMDB0008131,"PC(18:2(9Z,12Z)/14:1(9Z))",Urine,Adult,9.20E-04,umol/mmol creatinine
HMDB0008133,"PC(18:2(9Z,12Z)/16:0)",Blood,Adult,411.31,uM
HMDB0008133,"PC(18:2(9Z,12Z)/16:0)",Blood,Infant,315,uM
HMDB0008133,"PC(18:2(9Z,12Z)/16:0)",Blood,Newborn,84.2,uM
HMDB0008133,"PC(18:2(9Z,12Z)/16:0)",Feces,Adult,1.15,nmol/g wet feces
HMDB0008133,"PC(18:2(9Z,12Z)/16:0)",Saliva,Adult,0.187,uM
HMDB0008133,"PC(18:2(9Z,12Z)/16:0)",Urine,Adolescent,4.06,umol/mmol creatinine
HMDB0008133,"PC(18:2(9Z,12Z)/16:0)",Urine,Adult,0.0047,umol/mmol creatinine
HMDB0008134,"PC(18:2(9Z,12Z)/16:1(9Z))",Blood,Adult,20.885,uM
HMDB0008134,"PC(18:2(9Z,12Z)/16:1(9Z))",Blood,Infant,11,uM
HMDB0008134,"PC(18:2(9Z,12Z)/16:1(9Z))",Blood,Newborn,2.8,uM
HMDB0008134,"PC(18:2(9Z,12Z)/16:1(9Z))",Feces,Adult,0.255,nmol/g wet feces
HMDB0008134,"PC(18:2(9Z,12Z)/16:1(9Z))",Saliva,Adult,0.016,uM
HMDB0008134,"PC(18:2(9Z,12Z)/16:1(9Z))",Urine,Adult,0.002,umol/mmol creatinine
HMDB0008135,"PC(18:2(9Z,12Z)/18:0)",Blood,Adult,258.865,uM
HMDB0008135,"PC(18:2(9Z,12Z)/18:0)",Blood,Infant,212,uM
HMDB0008135,"PC(18:2(9Z,12Z)/18:0)",Blood,Newborn,44.5,uM
HMDB0008135,"PC(18:2(9Z,12Z)/18:0)",Feces,Adult,1.15,nmol/g wet feces
HMDB0008135,"PC(18:2(9Z,12Z)/18:0)",Saliva,Adult,0.2,uM
HMDB0008135,"PC(18:2(9Z,12Z)/18:0)",Urine,Adult,0.016,umol/mmol creatinine
HMDB0008136,"PC(18:2(9Z,12Z)/18:1(11Z))",Blood,Adult,147.7,uM
HMDB0008136,"PC(18:2(9Z,12Z)/18:1(11Z))",Blood,Infant,106,uM
HMDB0008136,"PC(18:2(9Z,12Z)/18:1(11Z))",Blood,Newborn,63.7,uM
HMDB0008136,"PC(18:2(9Z,12Z)/18:1(11Z))",Feces,Adult,1.37,nmol/g wet feces
HMDB0008136,"PC(18:2(9Z,12Z)/18:1(11Z))",Saliva,Adult,0.082,uM
HMDB0008136,"PC(18:2(9Z,12Z)/18:1(11Z))",Urine,Adult,0.0024,umol/mmol creatinine
HMDB0008137,"PC(18:2(9Z,12Z)/18:1(9Z))",Blood,Adult,147.7,uM
HMDB0008137,"PC(18:2(9Z,12Z)/18:1(9Z))",Blood,Infant,106,uM
HMDB0008137,"PC(18:2(9Z,12Z)/18:1(9Z))",Blood,Newborn,63.7,uM
HMDB0008137,"PC(18:2(9Z,12Z)/18:1(9Z))",Feces,Adult,1.37,nmol/g wet feces
HMDB0008137,"PC(18:2(9Z,12Z)/18:1(9Z))",Saliva,Adult,0.082,uM
HMDB0008137,"PC(18:2(9Z,12Z)/18:1(9Z))",Urine,Adult,0.0024,umol/mmol creatinine
HMDB0008138,"PC(18:2(9Z,12Z)/18:2(9Z,12Z))",Blood,Adult,209.07,uM
HMDB0008138,"PC(18:2(9Z,12Z)/18:2(9Z,12Z))",Blood,Infant,130,uM
HMDB0008138,"PC(18:2(9Z,12Z)/18:2(9Z,12Z))",Blood,Newborn,135,uM
HMDB0008138,"PC(18:2(9Z,12Z)/18:2(9Z,12Z))",Feces,Adult,1.055,nmol/g wet feces
HMDB0008138,"PC(18:2(9Z,12Z)/18:2(9Z,12Z))",Saliva,Adult,0.067,uM
HMDB0008138,"PC(18:2(9Z,12Z)/18:2(9Z,12Z))",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008139,"PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))",Blood,Adult,68.05,uM
HMDB0008139,"PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))",Blood,Infant,36.2,uM
HMDB0008139,"PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))",Blood,Newborn,21.8,uM
HMDB0008139,"PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))",Feces,Adult,0.07,nmol/g wet feces
HMDB0008139,"PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))",Saliva,Adult,0.022,uM
HMDB0008139,"PC(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))",Urine,Adult,7.00E-04,umol/mmol creatinine
HMDB0008140,"PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",Blood,Adult,37.955,uM
HMDB0008140,"PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",Blood,Infant,8.39,uM
HMDB0008140,"PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",Blood,Newborn,5.2,uM
HMDB0008140,"PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",Feces,Adult,0.16,nmol/g wet feces
HMDB0008140,"PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",Saliva,Adult,0.011,uM
HMDB0008141,"PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",Blood,Adult,37.955,uM
HMDB0008141,"PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",Blood,Infant,8.39,uM
HMDB0008141,"PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",Blood,Newborn,5.2,uM
HMDB0008141,"PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",Feces,Adult,0.16,nmol/g wet feces
HMDB0008141,"PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",Saliva,Adult,0.011,uM
HMDB0008142,"PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",Blood,Adult,1.43,uM
HMDB0008142,"PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",Blood,Infant,0.4,uM
HMDB0008142,"PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",Blood,Newborn,0.31,uM
HMDB0008142,"PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",Feces,Adult,0.1,nmol/g wet feces
HMDB0008142,"PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",Urine,Adult,0.0037,umol/mmol creatinine
HMDB0008142,"PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",Urine,Newborn,0,umol/mmol creatinine
HMDB0008144,"PC(18:2(9Z,12Z)/20:1(11Z))",Blood,Adult,54.82,uM
HMDB0008144,"PC(18:2(9Z,12Z)/20:1(11Z))",Blood,Infant,32.8,uM
HMDB0008144,"PC(18:2(9Z,12Z)/20:1(11Z))",Blood,Newborn,36.1,uM
HMDB0008144,"PC(18:2(9Z,12Z)/20:1(11Z))",Feces,Adult,0.17,nmol/g wet feces
HMDB0008144,"PC(18:2(9Z,12Z)/20:1(11Z))",Saliva,Adult,0.05,uM
HMDB0008144,"PC(18:2(9Z,12Z)/20:1(11Z))",Urine,Adult,0.0056,umol/mmol creatinine
HMDB0008145,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",Blood,Adult,124.695,uM
HMDB0008145,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",Blood,Infant,76.6,uM
HMDB0008145,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",Blood,Newborn,90.4,uM
HMDB0008145,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",Feces,Adult,0.14,nmol/g wet feces
HMDB0008145,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",Saliva,Adult,0.045,uM
HMDB0008145,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",Urine,Adult,0.0022,umol/mmol creatinine
HMDB0008146,"PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",Blood,Adult,68.05,uM
HMDB0008146,"PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",Blood,Infant,36.2,uM
HMDB0008146,"PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",Blood,Newborn,21.8,uM
HMDB0008146,"PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",Feces,Adult,0.07,nmol/g wet feces
HMDB0008146,"PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",Saliva,Adult,0.022,uM
HMDB0008146,"PC(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",Urine,Adult,7.00E-04,umol/mmol creatinine
HMDB0008147,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",Blood,Adult,95.705,uM
HMDB0008147,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",Blood,Infant,49.1,uM
HMDB0008147,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",Blood,Newborn,60.6,uM
HMDB0008147,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",Feces,Adult,0.095,nmol/g wet feces
HMDB0008147,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",Saliva,Adult,0.03,uM
HMDB0008147,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",Urine,Adolescent,0.13,umol/mmol creatinine
HMDB0008147,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",Urine,Adult,0.001,umol/mmol creatinine
HMDB0008147,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",Blood,Adult,95.705,uM
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",Blood,Infant,49.1,uM
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",Blood,Newborn,60.6,uM
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",Feces,Adult,0.095,nmol/g wet feces
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",Saliva,Adult,0.03,uM
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",Urine,Adolescent,0.13,umol/mmol creatinine
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",Urine,Adult,0.001,umol/mmol creatinine
HMDB0008148,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008150,"PC(18:2(9Z,12Z)/22:0)",Blood,Adolescent,0.36,uM
HMDB0008150,"PC(18:2(9Z,12Z)/22:0)",Blood,Adult,0.32,uM
HMDB0008150,"PC(18:2(9Z,12Z)/22:0)",Blood,Infant,0.29,uM
HMDB0008150,"PC(18:2(9Z,12Z)/22:0)",Blood,Newborn,0.25,uM
HMDB0008150,"PC(18:2(9Z,12Z)/22:0)",Feces,Adult,0.085,nmol/g wet feces
HMDB0008150,"PC(18:2(9Z,12Z)/22:0)",Urine,Newborn,0,umol/mmol creatinine
HMDB0008151,"PC(18:2(9Z,12Z)/22:1(13Z))",Blood,Adolescent,0.47,uM
HMDB0008151,"PC(18:2(9Z,12Z)/22:1(13Z))",Blood,Adult,0.55,uM
HMDB0008151,"PC(18:2(9Z,12Z)/22:1(13Z))",Blood,Infant,0.49,uM
HMDB0008151,"PC(18:2(9Z,12Z)/22:1(13Z))",Blood,Newborn,0.54,uM
HMDB0008151,"PC(18:2(9Z,12Z)/22:1(13Z))",Feces,Adult,0.03,nmol/g wet feces
HMDB0008151,"PC(18:2(9Z,12Z)/22:1(13Z))",Urine,Adult,3.50E-04,umol/mmol creatinine
HMDB0008152,"PC(18:2(9Z,12Z)/22:2(13Z,16Z))",Blood,Adult,3.655,uM
HMDB0008152,"PC(18:2(9Z,12Z)/22:2(13Z,16Z))",Blood,Infant,3,uM
HMDB0008152,"PC(18:2(9Z,12Z)/22:2(13Z,16Z))",Blood,Newborn,2.59,uM
HMDB0008152,"PC(18:2(9Z,12Z)/22:2(13Z,16Z))",Feces,Adult,0.045,nmol/g wet feces
HMDB0008153,"PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",Blood,Adult,31.94,uM
HMDB0008153,"PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",Blood,Infant,17.4,uM
HMDB0008153,"PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",Blood,Newborn,22.6,uM
HMDB0008153,"PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",Feces,Adult,0.42,nmol/g wet feces
HMDB0008153,"PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",Urine,Adolescent,5.8,umol/mmol creatinine
HMDB0008153,"PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008157,"PC(18:2(9Z,12Z)/24:0)",Blood,Adult,0.25,uM
HMDB0008157,"PC(18:2(9Z,12Z)/24:0)",Blood,Infant,0.2,uM
HMDB0008157,"PC(18:2(9Z,12Z)/24:0)",Blood,Newborn,0.19,uM
HMDB0008157,"PC(18:2(9Z,12Z)/24:0)",Feces,Adult,0.1,nmol/g wet feces
HMDB0008157,"PC(18:2(9Z,12Z)/24:0)",Saliva,Adult,0.035,uM
HMDB0008157,"PC(18:2(9Z,12Z)/24:0)",Urine,Adult,9.00E-04,umol/mmol creatinine
HMDB0008159,"PC(18:2(9Z,12Z)/P-16:0)",Blood,Adult,411.31,uM
HMDB0008159,"PC(18:2(9Z,12Z)/P-16:0)",Blood,Infant,315,uM
HMDB0008159,"PC(18:2(9Z,12Z)/P-16:0)",Blood,Newborn,84.2,uM
HMDB0008159,"PC(18:2(9Z,12Z)/P-16:0)",Feces,Adult,1.15,nmol/g wet feces
HMDB0008159,"PC(18:2(9Z,12Z)/P-16:0)",Saliva,Adult,0.187,uM
HMDB0008159,"PC(18:2(9Z,12Z)/P-16:0)",Urine,Adolescent,4.06,umol/mmol creatinine
HMDB0008159,"PC(18:2(9Z,12Z)/P-16:0)",Urine,Adult,0.0047,umol/mmol creatinine
HMDB0008160,"PC(18:2(9Z,12Z)/P-18:0)",Blood,Adult,258.865,uM
HMDB0008160,"PC(18:2(9Z,12Z)/P-18:0)",Blood,Infant,212,uM
HMDB0008160,"PC(18:2(9Z,12Z)/P-18:0)",Blood,Newborn,44.5,uM
HMDB0008160,"PC(18:2(9Z,12Z)/P-18:0)",Feces,Adult,1.15,nmol/g wet feces
HMDB0008160,"PC(18:2(9Z,12Z)/P-18:0)",Saliva,Adult,0.2,uM
HMDB0008160,"PC(18:2(9Z,12Z)/P-18:0)",Urine,Adult,0.016,umol/mmol creatinine
HMDB0008161,"PC(18:2(9Z,12Z)/P-18:1(11Z))",Blood,Adult,147.7,uM
HMDB0008161,"PC(18:2(9Z,12Z)/P-18:1(11Z))",Blood,Infant,106,uM
HMDB0008161,"PC(18:2(9Z,12Z)/P-18:1(11Z))",Blood,Newborn,63.7,uM
HMDB0008161,"PC(18:2(9Z,12Z)/P-18:1(11Z))",Feces,Adult,1.37,nmol/g wet feces
HMDB0008161,"PC(18:2(9Z,12Z)/P-18:1(11Z))",Saliva,Adult,0.082,uM
HMDB0008161,"PC(18:2(9Z,12Z)/P-18:1(11Z))",Urine,Adult,0.0024,umol/mmol creatinine
HMDB0008162,"PC(18:2(9Z,12Z)/P-18:1(9Z))",Blood,Adult,147.7,uM
HMDB0008162,"PC(18:2(9Z,12Z)/P-18:1(9Z))",Blood,Infant,106,uM
HMDB0008162,"PC(18:2(9Z,12Z)/P-18:1(9Z))",Blood,Newborn,63.7,uM
HMDB0008162,"PC(18:2(9Z,12Z)/P-18:1(9Z))",Feces,Adult,1.37,nmol/g wet feces
HMDB0008162,"PC(18:2(9Z,12Z)/P-18:1(9Z))",Saliva,Adult,0.082,uM
HMDB0008162,"PC(18:2(9Z,12Z)/P-18:1(9Z))",Urine,Adult,0.0024,umol/mmol creatinine
HMDB0008163,"PC(18:3(6Z,9Z,12Z)/14:0)",Blood,Adult,0.66,uM
HMDB0008163,"PC(18:3(6Z,9Z,12Z)/14:0)",Blood,Infant,0.38,uM
HMDB0008163,"PC(18:3(6Z,9Z,12Z)/14:0)",Blood,Newborn,0.23,uM
HMDB0008163,"PC(18:3(6Z,9Z,12Z)/14:0)",Feces,Adult,0.03,nmol/g wet feces
HMDB0008163,"PC(18:3(6Z,9Z,12Z)/14:0)",Urine,Adult,9.20E-04,umol/mmol creatinine
HMDB0008166,"PC(18:3(6Z,9Z,12Z)/16:0)",Blood,Adult,20.885,uM
HMDB0008166,"PC(18:3(6Z,9Z,12Z)/16:0)",Blood,Infant,11,uM
HMDB0008166,"PC(18:3(6Z,9Z,12Z)/16:0)",Blood,Newborn,2.8,uM
HMDB0008166,"PC(18:3(6Z,9Z,12Z)/16:0)",Feces,Adult,0.255,nmol/g wet feces
HMDB0008166,"PC(18:3(6Z,9Z,12Z)/16:0)",Saliva,Adult,0.016,uM
HMDB0008166,"PC(18:3(6Z,9Z,12Z)/16:0)",Urine,Adult,0.002,umol/mmol creatinine
HMDB0008167,"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",Blood,Adult,2.315,uM
HMDB0008167,"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",Blood,Infant,0.82,uM
HMDB0008167,"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",Blood,Newborn,0.52,uM
HMDB0008167,"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",Feces,Adult,0.035,nmol/g wet feces
HMDB0008167,"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",Urine,Adolescent,0.66,umol/mmol creatinine
HMDB0008167,"PC(18:3(6Z,9Z,12Z)/16:1(9Z))",Urine,Adult,0.0023,umol/mmol creatinine
HMDB0008168,"PC(18:3(6Z,9Z,12Z)/18:0)",Blood,Adult,147.7,uM
HMDB0008168,"PC(18:3(6Z,9Z,12Z)/18:0)",Blood,Infant,106,uM
HMDB0008168,"PC(18:3(6Z,9Z,12Z)/18:0)",Blood,Newborn,63.7,uM
HMDB0008168,"PC(18:3(6Z,9Z,12Z)/18:0)",Feces,Adult,1.37,nmol/g wet feces
HMDB0008168,"PC(18:3(6Z,9Z,12Z)/18:0)",Saliva,Adult,0.082,uM
HMDB0008168,"PC(18:3(6Z,9Z,12Z)/18:0)",Urine,Adult,0.0024,umol/mmol creatinine
HMDB0008169,"PC(18:3(6Z,9Z,12Z)/18:1(11Z))",Blood,Adult,209.07,uM
HMDB0008169,"PC(18:3(6Z,9Z,12Z)/18:1(11Z))",Blood,Infant,130,uM
HMDB0008169,"PC(18:3(6Z,9Z,12Z)/18:1(11Z))",Blood,Newborn,135,uM
HMDB0008169,"PC(18:3(6Z,9Z,12Z)/18:1(11Z))",Feces,Adult,1.055,nmol/g wet feces
HMDB0008169,"PC(18:3(6Z,9Z,12Z)/18:1(11Z))",Saliva,Adult,0.067,uM
HMDB0008169,"PC(18:3(6Z,9Z,12Z)/18:1(11Z))",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008170,"PC(18:3(6Z,9Z,12Z)/18:1(9Z))",Blood,Adult,209.07,uM
HMDB0008170,"PC(18:3(6Z,9Z,12Z)/18:1(9Z))",Blood,Infant,130,uM
HMDB0008170,"PC(18:3(6Z,9Z,12Z)/18:1(9Z))",Blood,Newborn,135,uM
HMDB0008170,"PC(18:3(6Z,9Z,12Z)/18:1(9Z))",Feces,Adult,1.055,nmol/g wet feces
HMDB0008170,"PC(18:3(6Z,9Z,12Z)/18:1(9Z))",Saliva,Adult,0.067,uM
HMDB0008170,"PC(18:3(6Z,9Z,12Z)/18:1(9Z))",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008171,"PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",Blood,Adult,37.955,uM
HMDB0008171,"PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",Blood,Infant,8.39,uM
HMDB0008171,"PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",Blood,Newborn,5.2,uM
HMDB0008171,"PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",Feces,Adult,0.16,nmol/g wet feces
HMDB0008171,"PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",Saliva,Adult,0.011,uM
HMDB0008172,"PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",Blood,Adult,1.43,uM
HMDB0008172,"PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",Blood,Infant,0.4,uM
HMDB0008172,"PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",Blood,Newborn,0.31,uM
HMDB0008172,"PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",Feces,Adult,0.1,nmol/g wet feces
HMDB0008172,"PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",Urine,Adult,0.0037,umol/mmol creatinine
HMDB0008172,"PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",Urine,Newborn,0,umol/mmol creatinine
HMDB0008173,"PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",Blood,Adult,1.43,uM
HMDB0008173,"PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",Blood,Infant,0.4,uM
HMDB0008173,"PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",Blood,Newborn,0.31,uM
HMDB0008173,"PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",Feces,Adult,0.1,nmol/g wet feces
